Product Name,Image,Description,Price,Quantity,Products Url,Products Model,Products Weight,Products Weight Unit,Is Feature (Yes/ No),Video EmbedCode Link,Products Max Stock,category Name
Collage Bag PC140 Blue,3055,"Made Of Soft Polyester, 2 Compartments, Pen Pocket, Back Strap, College, Tuition, Travel Use, Rain Cover, With 1 Year Warranty.",549,50,,,2.5,,,,50,Bags
Collage Bag PC140 Black,3056,"Made Of Soft Polyester, 2 Compartments, Pen Pocket, Back Strap, College, Tuition, Travel Use, Rain Cover, With 1 Year Warranty.",549,50,,,2.5,,,,50,Bags
Collage Bag PC140 Gray,3057,"Made Of Soft Polyester, 2 Compartments, Pen Pocket, Back Strap, College, Tuition, Travel Use, Rain Cover, With 1 Year Warranty.",549,50,,,2.5,,,,50,Bags
Multipurpose Bag Pc MMB0044 Purple,3058,"Made Of Soft Polyester, 4 Compartments, Pan Pocket, Back Strap, Rain Cover, Multipurpose Use With 1 Year Warranty",749,50,,,3.55,,,,50,Bags
Multipurpose Bag Pc MMB0044 Gray,3059,"Made Of Soft Polyester, 4 Compartments, Pan Pocket, Back Strap, Rain Cover, Multipurpose Use With 1 Year Warranty",749,50,,,3.55,,,,50,Bags
Multipurpose Bag Pc MMB0044 Blue,3060,"Made Of Soft Polyester, 4 Compartments, Pan Pocket, Back Strap, Rain Cover, Multipurpose Use With 1 Year Warranty",749,50,,,3.55,,,,50,Bags
Multipurpose Bag Pc MMB0044 Navy Blue,3061,"Made Of Soft Polyester, 4 Compartments, Pan Pocket, Back Strap, Rain Cover, Multipurpose Use With 1 Year Warranty",749,50,,,3.55,,,,50,Bags
Multipurpose Bag Pc MMB0050 Blue,3062,"Made Of Twile Soft Polyester, 5 Compartments, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.55,,,,50,Bags
Multipurpose Bag Pc MMB0050 Navy Blue,3063,"Made Of Twile Soft Polyester, 5 Compartments, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0050 Black,3064,"Made Of Twile Soft Polyester, 5 Compartments, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0050 Gray,3065,"Made Of Twile Soft Polyester, 5 Compartments, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0050 Rad,3066,"Made Of Twile Soft Polyester, 5 Compartments, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0050 Pink,3067,"Made Of Twile Soft Polyester, 5 Compartments, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0053 Blue,3068,"Made Of Soft Polyester, 4 Compartments, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0053 Black,3069,"Made Of Soft Polyester, 4 Compartments, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0053 Gray,3070,"Made Of Soft Polyester, 4 Compartments, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0053 Rad,3071,"Made Of Soft Polyester, 4 Compartments, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0053 Navy Blue,3072,"Made Of Soft Polyester, 4 Compartments, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0054 Black,3073,"Made Of 1000 D Soft Polyester, 4 Compartments, Pan Pocket, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0054 Gray,3074,"Made Of 1000 D Soft Polyester, 4 Compartments, Pan Pocket, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0054 Rad,3075,"Made Of 1000 D Soft Polyester, 4 Compartments, Pan Pocket, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Multipurpose Bag Pc MMB0054 Blue,3076,"Made Of 1000 D Soft Polyester, 4 Compartments, Pan Pocket, Back Strap, Multipurpose Bag, Rain Cover With 1 Year Warranty",799,50,,,3.2,,,,50,Bags
Office Bag-Pc MMB0009 Black,3077,"Made Of 1000 D Polyester, 5 Compartments, Handle Shoulder And Back Strap, Office Use, With 1 Year Warranty",749,50,,,1.18,,,,50,Bags
School Bag Pc MMB0022 Blue,3078,"Made Of Soft Polyester, 3 Compartments, Back Strap, School, College, Tuition Use With 1 Year Warranty",399,50,,,1.28,,,,50,Bags
School Bag Pc MMB0022 Black,3079,"Made Of Soft Polyester, 3 Compartments, Back Strap, School, College, Tuition Use With 1 Year Warranty",399,50,,,1.28,,,,50,Bags
School Bag Pc MMB0022 Green,3080,"Made Of Soft Polyester, 3 Compartments, Back Strap, School, College, Tuition Use With 1 Year Warranty",399,50,,,1.28,,,,50,Bags
School Bag Pc MMB0022 Rad,3081,"Made Of Soft Polyester, 3 Compartments, Back Strap, School, College, Tuition Use With 1 Year Warranty",399,50,,,1.28,,,,50,Bags
School Bag Pc MMB0028 Orange,3082,"Made Of 1000 D Soft Polyester, 3 Compartments, Back Strap, School, College, Tuition Use with 1 Year Warranty",449,50,,,1.9,,,,50,Bags
School Bag Pc MMB0028 Rad,3083,"Made Of 1000 D Soft Polyester, 3 Compartments, Back Strap, School, College, Tuition Use with 1 Year Warranty",449,50,,,1.9,,,,50,Bags
School Bag Pc MMB0028 Blue,3084,"Made Of 1000 D Soft Polyester, 3 Compartments, Back Strap, School, College, Tuition Use with 1 Year Warranty",449,50,,,1.9,,,,50,Bags
School Bag Pc MMB0028 Navy Blue,3085,"Made Of 1000 D Soft Polyester, 3 Compartments, Back Strap, School, College, Tuition Use with 1 Year Warranty",449,50,,,1.9,,,,50,Bags
School Bag Pc MMB0038 Gray,3086,"Made Of 2 Line Soft Polyester, 3 Compartments, Pan Pocket, Back Strap, Rain Cover, School, College, Tuition Use with 1 Year Warranty",749,50,,,2.8,,,,50,Bags
School Bag Pc MMB0038 Black,3087,"Made Of 2 Line Soft Polyester, 3 Compartments, Pan Pocket, Back Strap, Rain Cover, School, College, Tuition Use with 1 Year Warranty",749,50,,,2.8,,,,50,Bags
School Bag Pc MMB0038 Blue,3088,"Made Of 2 Line Soft Polyester, 3 Compartments, Pan Pocket, Back Strap, Rain Cover, School, College, Tuition Use with 1 Year Warranty",749,50,,,2.8,,,,50,Bags
School Bag Pc MMB0038 Rad,3089,"Made Of 2 Line Soft Polyester, 3 Compartments, Pan Pocket, Back Strap, Rain Cover, School, College, Tuition Use with 1 Year Warranty",749,50,,,2.8,,,,50,Bags
School Bag Pc MMB0039  Blue,3090,"Made Of Soft Polyester, 3 Compartments, Pan Pocket, Back Strap, Rain Cover, School, College, Tuition Use With 1 Year Warranty",749,50,,,3.8,,,,50,Bags
School Bag Pc MMB0039  Navy Blue ,3091,"Made Of Soft Polyester, 3 Compartments, Pan Pocket, Back Strap, Rain Cover, School, College, Tuition Use With 1 Year Warranty",749,50,,,3.8,,,,50,Bags
School Bag Pc MMB0039  Purple,3092,"Made Of Soft Polyester, 3 Compartments, Pan Pocket, Back Strap, Rain Cover, School, College, Tuition Use With 1 Year Warranty",749,50,,,3.8,,,,50,Bags
School Bag Pc MMB0039  Gray,3093,"Made Of Soft Polyester, 3 Compartments, Pan Pocket, Back Strap, Rain Cover, School, College, Tuition Use With 1 Year Warranty",749,50,,,3.8,,,,50,Bags
